time,wavelength_shift_1,wavelength_shift_2
51.895,-0.5932,-0.5889
51.925,-0.5927,-0.5897
51.954,-0.5977,-0.584
51.984,-0.5935,-0.5821
52.012,-0.5927,-0.5847
52.042,-0.5952,-0.5812
52.077,-0.5934,-0.5816
52.102,-0.597,-0.5817
52.132,-0.595,-0.5845
52.162,-0.5932,-0.5897
52.191,-0.5901,-0.5954
52.221,-0.5973,-0.5977
52.25,-0.592,-0.5983
52.28,-0.5956,-0.5966
52.31,-0.5945,-0.5948
52.339,-0.5943,-0.5908
52.371,-0.594,-0.5898
52.399,-0.5942,-0.5875
52.429,-0.5955,-0.5889
52.458,-0.5952,-0.589
52.487,-0.59,-0.5887
52.517,-0.5925,-0.5833
52.546,-0.595,-0.5821
52.575,-0.5933,-0.5829
52.606,-0.5931,-0.5844
52.636,-0.5955,-0.5816
52.665,-0.5912,-0.5809
52.695,-0.5941,-0.5804
52.732,-0.5933,-0.5766
52.754,-0.5944,-0.5738
52.784,-0.5926,-0.5751
52.814,-0.5937,-0.5729
52.843,-0.5942,-0.5732
52.873,-0.5916,-0.5723
52.902,-0.5915,-0.5745
52.933,-0.5936,-0.5779
52.96,-0.5954,-0.5832
52.991,-0.5905,-0.5889
53.021,-0.5954,-0.591
53.055,-0.5913,-0.5879
53.08,-0.5942,-0.5885
53.111,-0.5914,-0.5873
53.139,-0.5934,-0.5834
53.168,-0.592,-0.5796
53.198,-0.5924,-0.5821
53.227,-0.5895,-0.5784
53.259,-0.5929,-0.5864
53.287,-0.5915,-0.5863
53.316,-0.5935,-0.5803
53.347,-0.5956,-0.576
53.376,-0.5933,-0.5738
53.406,-0.5918,-0.5722
53.435,-0.5928,-0.5691
53.464,-0.5925,-0.566
53.494,-0.5929,-0.567
53.523,-0.5918,-0.5679
53.555,-0.5941,-0.5659
53.583,-0.5904,-0.5696
53.612,-0.5937,-0.5624
53.644,-0.5941,-0.5665
53.671,-0.5928,-0.5612
53.701,-0.5927,-0.5637
53.731,-0.5909,-0.5645
53.76,-0.594,-0.5659
53.791,-0.5886,-0.5702
53.82,-0.5912,-0.5762
53.85,-0.5904,-0.5787
53.879,-0.5923,-0.576
53.909,-0.5932,-0.5785
53.938,-0.5893,-0.5814
53.969,-0.5912,-0.5767
53.997,-0.5929,-0.5706
54.027,-0.5905,-0.569
54.057,-0.5924,-0.5702
54.086,-0.592,-0.5689
54.116,-0.5926,-0.5681
54.146,-0.5958,-0.5676
54.175,-0.5916,-0.568
54.205,-0.5934,-0.5661
54.235,-0.5937,-0.5639
54.265,-0.5932,-0.5618
54.294,-0.5927,-0.566
54.323,-0.5966,-0.5645
54.353,-0.5924,-0.5635
54.383,-0.5939,-0.5644
54.412,-0.5909,-0.5626
54.449,-0.5925,-0.5623
54.472,-0.5923,-0.5589
54.502,-0.5911,-0.5616
54.535,-0.5938,-0.559
54.561,-0.5934,-0.5595
54.59,-0.592,-0.5665
54.62,-0.5915,-0.5753
54.649,-0.5931,-0.5745
54.679,-0.5941,-0.5778
54.708,-0.5942,-0.5785
54.74,-0.5886,-0.5761
54.771,-0.5945,-0.5735
54.799,-0.5916,-0.5734
54.837,-0.5905,-0.57
54.856,-0.5961,-0.5693
54.887,-0.5945,-0.571
54.916,-0.5914,-0.566
54.945,-0.5927,-0.569
54.976,-0.5924,-0.5646
55.005,-0.5935,-0.5602
55.034,-0.5897,-0.5615
55.064,-0.5933,-0.559
55.096,-0.5937,-0.5582
55.123,-0.5912,-0.5585
55.153,-0.5921,-0.5565
55.182,-0.5934,-0.5565
55.213,-0.5922,-0.5559
55.242,-0.591,-0.5501
55.272,-0.5891,-0.5503
55.301,-0.5901,-0.555
55.33,-0.5942,-0.5505
55.361,-0.592,-0.5489
55.39,-0.5911,-0.5488
55.419,-0.5904,-0.5572
55.449,-0.5934,-0.5637
55.478,-0.5907,-0.5692
55.508,-0.5932,-0.5683
55.537,-0.5918,-0.5681
55.567,-0.5936,-0.5684
55.596,-0.592,-0.5604
55.626,-0.5939,-0.5637
55.658,-0.5964,-0.5578
55.691,-0.592,-0.5593
55.715,-0.5925,-0.5594
55.745,-0.5916,-0.5577
55.775,-0.5929,-0.5593
55.804,-0.5957,-0.558
55.834,-0.5918,-0.5586
55.863,-0.5909,-0.5547
55.893,-0.5915,-0.5538
55.928,-0.5912,-0.5533
55.952,-0.5925,-0.5514
55.982,-0.5911,-0.5515
56.011,-0.5909,-0.5484
56.041,-0.5884,-0.5521
56.071,-0.5927,-0.5522
56.1,-0.592,-0.5518
56.13,-0.5925,-0.5489
56.16,-0.5899,-0.5458
56.189,-0.5912,-0.5458
56.219,-0.5928,-0.5521
56.249,-0.5895,-0.5568
56.278,-0.5864,-0.5639
56.313,-0.5911,-0.5626
56.337,-0.5926,-0.5632
56.367,-0.5885,-0.5625
56.397,-0.5921,-0.5582
56.426,-0.5914,-0.5544
56.456,-0.5907,-0.5538
56.486,-0.5935,-0.5531
56.515,-0.5923,-0.5507
56.545,-0.5956,-0.5502
56.574,-0.5899,-0.5531
56.604,-0.5906,-0.5502
56.634,-0.5917,-0.5474
56.663,-0.5901,-0.5455
56.693,-0.5891,-0.5433
56.723,-0.5912,-0.5428
56.751,-0.5924,-0.5418
56.781,-0.5913,-0.5403
56.812,-0.5942,-0.5392
56.843,-0.5912,-0.5363
56.871,-0.5918,-0.5367
56.901,-0.5916,-0.5364
56.93,-0.5957,-0.5352
56.96,-0.5926,-0.532
56.988,-0.5938,-0.5352
57.018,-0.5923,-0.5369
57.048,-0.5885,-0.536
57.077,-0.5934,-0.5444
57.108,-0.5916,-0.5505
57.138,-0.5925,-0.5562
57.167,-0.5879,-0.5552
57.197,-0.5905,-0.5489
57.226,-0.5908,-0.5497
57.257,-0.5894,-0.5459
57.286,-0.5919,-0.5477
57.314,-0.5873,-0.5432
57.344,-0.5918,-0.5463
57.373,-0.5895,-0.5432
57.403,-0.589,-0.543
57.433,-0.5915,-0.5433
57.462,-0.5911,-0.5392
57.492,-0.5899,-0.542
57.524,-0.5897,-0.5431
57.555,-0.5903,-0.5405
57.581,-0.5924,-0.5344
57.611,-0.5907,-0.535
57.64,-0.5898,-0.5334
57.67,-0.5914,-0.5349
57.7,-0.5923,-0.5304
57.732,-0.5912,-0.5298
57.76,-0.5946,-0.5314
57.788,-0.5918,-0.5312
57.819,-0.5912,-0.5285
57.851,-0.5906,-0.5284
57.877,-0.5901,-0.5351
57.907,-0.5934,-0.542
57.936,-0.5891,-0.5475
57.966,-0.592,-0.5475
57.998,-0.5909,-0.5485
58.028,-0.5912,-0.5437
58.056,-0.5936,-0.5449
58.085,-0.592,-0.5419
58.114,-0.5912,-0.5399
58.145,-0.5882,-0.5353
58.174,-0.5885,-0.537
58.203,-0.5906,-0.5361
58.233,-0.5929,-0.5312
58.262,-0.5918,-0.5356
58.293,-0.5945,-0.5325
58.322,-0.5929,-0.5312
58.352,-0.5907,-0.53
58.381,-0.5924,-0.5311
58.411,-0.596,-0.5297
58.441,-0.5886,-0.5268
58.472,-0.5912,-0.527
58.499,-0.588,-0.5229
58.529,-0.5882,-0.5221
58.559,-0.588,-0.5219
58.589,-0.5888,-0.5247
58.619,-0.5892,-0.5202
58.648,-0.5946,-0.5201
58.677,-0.5902,-0.5258
58.707,-0.5913,-0.5333
58.737,-0.5888,-0.5383
58.766,-0.5893,-0.5416
58.796,-0.592,-0.5411
58.825,-0.5885,-0.5375
58.855,-0.59,-0.5362
58.885,-0.5932,-0.5309
58.914,-0.5867,-0.5355
58.944,-0.589,-0.532
58.974,-0.5899,-0.5308
59.004,-0.5913,-0.5326
59.034,-0.5902,-0.5311
59.062,-0.5893,-0.5305
59.092,-0.5915,-0.5253
59.122,-0.5868,-0.5288
59.152,-0.5903,-0.5261
59.181,-0.5835,-0.5239
59.21,-0.5883,-0.5232
59.24,-0.5916,-0.5201
59.27,-0.5917,-0.5199
59.299,-0.592,-0.5182
59.329,-0.589,-0.5154
59.363,-0.588,-0.5193
59.388,-0.5883,-0.5184
59.418,-0.5936,-0.5187
59.45,-0.588,-0.5222
59.477,-0.5864,-0.5292
59.507,-0.5904,-0.5344
59.536,-0.5902,-0.5362
59.566,-0.5913,-0.533
59.595,-0.59,-0.5314
59.625,-0.5877,-0.5282
59.655,-0.5898,-0.5251
59.684,-0.5924,-0.5204
59.714,-0.5904,-0.5218
59.744,-0.5865,-0.5207
59.773,-0.5901,-0.5197
59.803,-0.59,-0.5169
59.832,-0.5909,-0.5199
59.862,-0.5917,-0.5166
59.892,-0.5903,-0.5161
59.924,-0.5898,-0.5125
59.951,-0.5925,-0.509
59.98,-0.5903,-0.5048
60.01,-0.5892,-0.5013
60.04,-0.5876,-0.4977
60.069,-0.5902,-0.4958
60.099,-0.5904,-0.491
60.128,-0.5896,-0.4945
60.158,-0.5884,-0.4951
60.19,-0.587,-0.4927
60.221,-0.5932,-0.4911
60.247,-0.5896,-0.4892
60.277,-0.5907,-0.4976
60.306,-0.589,-0.5062
60.336,-0.5904,-0.5121
60.368,-0.5853,-0.5118
60.395,-0.5877,-0.5119
60.425,-0.5886,-0.5093
60.454,-0.5928,-0.5079
60.484,-0.5904,-0.5069
60.514,-0.5898,-0.5024
60.544,-0.5895,-0.5008
60.573,-0.5886,-0.5011
60.602,-0.5893,-0.4996
60.632,-0.5912,-0.4968
60.664,-0.5902,-0.4943
60.691,-0.5906,-0.4939
60.721,-0.5927,-0.4888
60.756,-0.5876,-0.4872
60.78,-0.5898,-0.4869
60.815,-0.5899,-0.4875
60.838,-0.591,-0.4876
60.868,-0.5904,-0.4853
60.898,-0.5884,-0.485
60.927,-0.5895,-0.4899
60.958,-0.589,-0.4878
60.987,-0.5916,-0.4861
61.017,-0.592,-0.4829
61.047,-0.5887,-0.4839
61.076,-0.5875,-0.4876
61.106,-0.589,-0.4948
61.135,-0.5908,-0.5002
61.164,-0.5899,-0.4979
61.194,-0.5924,-0.4957
61.225,-0.5883,-0.4979
61.254,-0.5896,-0.4886
61.283,-0.5895,-0.4899
61.312,-0.5901,-0.4897
61.351,-0.5898,-0.4901
61.372,-0.5887,-0.492
61.402,-0.5888,-0.4915
61.432,-0.5894,-0.4908
61.462,-0.5864,-0.4905
61.49,-0.5894,-0.4888
61.521,-0.59,-0.4851
61.55,-0.5873,-0.4874
61.58,-0.5887,-0.4825
61.61,-0.5879,-0.4843
61.639,-0.5876,-0.4833
61.669,-0.5895,-0.4816
61.699,-0.5907,-0.4813
61.728,-0.5901,-0.4808
61.758,-0.5873,-0.4781
61.787,-0.5891,-0.4813
61.816,-0.5897,-0.4772
61.847,-0.5892,-0.476
61.875,-0.5901,-0.4841
61.907,-0.5891,-0.4898
61.934,-0.585,-0.4981
61.968,-0.588,-0.4994
61.994,-0.5896,-0.5002
62.024,-0.5913,-0.4971
62.053,-0.589,-0.4972
62.083,-0.5878,-0.5008
62.112,-0.5891,-0.4949
62.143,-0.5888,-0.493
62.172,-0.5857,-0.4932
62.209,-0.5887,-0.4919
62.231,-0.5903,-0.4934
62.26,-0.5887,-0.4914
62.29,-0.5899,-0.492
62.322,-0.591,-0.4866
62.349,-0.5883,-0.4885
62.379,-0.5884,-0.4846
62.408,-0.5884,-0.4864
62.439,-0.594,-0.483
62.469,-0.5866,-0.4819
62.498,-0.5921,-0.4844
62.527,-0.5913,-0.4843
62.557,-0.587,-0.4857
62.586,-0.5933,-0.4792
62.616,-0.5859,-0.4806
62.645,-0.5902,-0.476
62.675,-0.5888,-0.4723
62.705,-0.5882,-0.4747
62.736,-0.5894,-0.4758
62.765,-0.5891,-0.4861
62.794,-0.5932,-0.494
62.827,-0.5863,-0.4953
62.853,-0.5855,-0.4951
62.882,-0.5901,-0.4949
62.912,-0.5882,-0.4929
62.942,-0.5878,-0.4931
62.971,-0.584,-0.4893
63.001,-0.5887,-0.49
63.034,-0.5875,-0.4871
63.06,-0.589,-0.4858
63.09,-0.5901,-0.4885
63.119,-0.5884,-0.4877
63.149,-0.5846,-0.4844
63.18,-0.5877,-0.4831
63.208,-0.5905,-0.4852
63.238,-0.5894,-0.4802
63.267,-0.5876,-0.4806
63.297,-0.5896,-0.4811
63.331,-0.5859,-0.4797
63.357,-0.5899,-0.4787
63.387,-0.5887,-0.4763
63.423,-0.5865,-0.4756
63.445,-0.5918,-0.4717
63.476,-0.5865,-0.4727
63.504,-0.5885,-0.4751
63.534,-0.5902,-0.4742
63.564,-0.5907,-0.4755
63.593,-0.5898,-0.4838
63.623,-0.5873,-0.49
63.653,-0.5883,-0.4933
63.682,-0.5868,-0.494
63.712,-0.5888,-0.49
63.741,-0.5899,-0.4889
63.771,-0.5879,-0.485
63.801,-0.5885,-0.4833
63.83,-0.5891,-0.4815
63.86,-0.5869,-0.4841
63.889,-0.5907,-0.4807
63.92,-0.5887,-0.4805
63.95,-0.5866,-0.4814
63.978,-0.5902,-0.4795
64.008,-0.5893,-0.473
64.038,-0.5926,-0.4703
64.067,-0.5895,-0.4697
64.098,-0.5922,-0.4687
64.126,-0.5888,-0.4668
64.156,-0.5896,-0.4649
64.187,-0.5891,-0.4654
64.215,-0.5899,-0.4656
64.245,-0.5883,-0.4638
64.274,-0.5918,-0.4606
64.304,-0.5866,-0.4598
64.334,-0.5902,-0.4587
64.363,-0.5896,-0.4556
64.393,-0.5864,-0.4622
64.423,-0.59,-0.4695
64.452,-0.5884,-0.4795
64.482,-0.5874,-0.4839
64.511,-0.5902,-0.485
64.544,-0.5883,-0.4837
64.571,-0.5875,-0.4826
64.6,-0.5896,-0.479
64.63,-0.5898,-0.4768
64.66,-0.5917,-0.4771
64.689,-0.5893,-0.4753
64.719,-0.5869,-0.4734
64.748,-0.5862,-0.4742
64.778,-0.5884,-0.4718
64.812,-0.5926,-0.4722
64.837,-0.5874,-0.4698
64.867,-0.5892,-0.4684
64.897,-0.5903,-0.4673
64.926,-0.5856,-0.4691
64.956,-0.5926,-0.4672
64.987,-0.59,-0.4662
65.014,-0.5892,-0.4649
65.044,-0.5858,-0.4683
65.074,-0.5893,-0.467
65.104,-0.5887,-0.4629
65.134,-0.5884,-0.4637
65.163,-0.5902,-0.4639
65.196,-0.5894,-0.4675
65.223,-0.5882,-0.4755
65.252,-0.5905,-0.4824
65.286,-0.5925,-0.4833
65.312,-0.5918,-0.4851
65.34,-0.5877,-0.4824
65.37,-0.5868,-0.4795
65.399,-0.5902,-0.4776
65.43,-0.5917,-0.4735
65.46,-0.5891,-0.4752
65.489,-0.5896,-0.4736
65.519,-0.589,-0.4731
65.548,-0.5886,-0.4755
65.58,-0.5909,-0.475
65.608,-0.5898,-0.47
65.637,-0.5875,-0.4706
65.667,-0.5899,-0.4694
65.696,-0.5866,-0.4714
65.725,-0.5938,-0.4667
65.755,-0.5885,-0.4669
65.785,-0.5877,-0.4682
65.815,-0.5881,-0.4675
65.845,-0.59,-0.4662
65.874,-0.5907,-0.4634
65.904,-0.5893,-0.4641
65.933,-0.5874,-0.4598
65.962,-0.5909,-0.4688
65.993,-0.5905,-0.4731
66.022,-0.5917,-0.4804
66.052,-0.5913,-0.4801
66.088,-0.5875,-0.4795
66.111,-0.5904,-0.4802
66.141,-0.5902,-0.4777
66.17,-0.5904,-0.4763
66.199,-0.5909,-0.4734
66.23,-0.5929,-0.4728
66.258,-0.5893,-0.472
66.289,-0.5914,-0.4679
66.319,-0.5879,-0.4714
66.348,-0.5905,-0.4692
66.378,-0.5891,-0.4697
66.407,-0.5932,-0.4678
66.437,-0.5887,-0.4662
66.467,-0.593,-0.4642
66.495,-0.5881,-0.4618
66.525,-0.5884,-0.4625
66.554,-0.5912,-0.4646
66.587,-0.5909,-0.4638
66.616,-0.5906,-0.4601
66.643,-0.5895,-0.4554
66.68,-0.5923,-0.4576
66.703,-0.5894,-0.454
66.734,-0.5907,-0.4562
66.763,-0.5877,-0.4561
66.791,-0.5909,-0.4571
66.821,-0.5928,-0.466
66.852,-0.5926,-0.4756
66.882,-0.5903,-0.4769
66.91,-0.5933,-0.4802
66.945,-0.5875,-0.4766
66.969,-0.5909,-0.478
66.999,-0.5925,-0.4771
67.029,-0.5876,-0.4748
67.058,-0.5899,-0.4756
67.088,-0.5918,-0.4725
67.117,-0.5882,-0.4732
67.149,-0.5884,-0.4695
67.178,-0.5923,-0.4712
67.207,-0.5873,-0.4653
67.236,-0.5928,-0.467
67.265,-0.5912,-0.4629
67.295,-0.5923,-0.462
67.327,-0.5901,-0.4634
67.354,-0.587,-0.4611
67.384,-0.5908,-0.4595
67.414,-0.5907,-0.4594
67.443,-0.5881,-0.4603
67.474,-0.5892,-0.4583
67.502,-0.5905,-0.4589
67.536,-0.5929,-0.4583
67.562,-0.5891,-0.4587
67.592,-0.5869,-0.4597
67.622,-0.5887,-0.469
67.65,-0.5931,-0.4774
67.68,-0.5921,-0.4798
67.71,-0.5886,-0.4805
67.739,-0.5935,-0.4766
67.769,-0.588,-0.4769
67.799,-0.59,-0.4728
67.828,-0.588,-0.4697
67.858,-0.5876,-0.4705
67.887,-0.5901,-0.4691
67.918,-0.5901,-0.4706
67.947,-0.5901,-0.4689
67.976,-0.591,-0.4709
68.006,-0.5888,-0.4645
68.035,-0.5898,-0.4654
68.066,-0.5895,-0.4645
68.096,-0.5905,-0.4592
68.124,-0.59,-0.4605
68.154,-0.5907,-0.4609
68.196,-0.5889,-0.4602
68.214,-0.5894,-0.4601
68.243,-0.5906,-0.4592
68.272,-0.5866,-0.4573
68.302,-0.5871,-0.4567
68.332,-0.5896,-0.4578
68.364,-0.5902,-0.4574
68.391,-0.591,-0.4726
68.421,-0.5912,-0.4755
68.452,-0.5888,-0.4764
68.48,-0.5884,-0.4824
68.511,-0.5881,-0.4788
68.539,-0.5909,-0.4748
68.569,-0.5896,-0.4723
68.598,-0.5913,-0.4717
68.628,-0.591,-0.4689
68.66,-0.591,-0.4697
68.687,-0.5901,-0.4715
68.717,-0.5908,-0.4673
68.748,-0.5907,-0.4672
68.779,-0.5882,-0.4673
68.806,-0.5882,-0.4644
68.835,-0.592,-0.4632
68.865,-0.5921,-0.4617
68.894,-0.5899,-0.4624
68.924,-0.5868,-0.4552
68.954,-0.5862,-0.4553
68.983,-0.5946,-0.4553
69.013,-0.5905,-0.4567
69.042,-0.5905,-0.4563
69.076,-0.5873,-0.4537
69.102,-0.5884,-0.4525
69.131,-0.5906,-0.4541
69.162,-0.5892,-0.4515
69.191,-0.5903,-0.4563
69.219,-0.5899,-0.4672
69.25,-0.5907,-0.4731
69.279,-0.593,-0.4744
69.309,-0.592,-0.4744
69.339,-0.5916,-0.4755
69.373,-0.5878,-0.473
69.398,-0.5917,-0.475
69.429,-0.5908,-0.4725
69.457,-0.5906,-0.4669
69.487,-0.5922,-0.4676
69.516,-0.5916,-0.468
69.546,-0.5921,-0.4675
69.576,-0.5916,-0.4694
69.605,-0.5921,-0.4667
69.635,-0.5912,-0.4676
69.666,-0.5887,-0.4625
69.694,-0.5906,-0.463
69.724,-0.5904,-0.4638
69.753,-0.5901,-0.4609
69.783,-0.5896,-0.463
69.813,-0.5913,-0.4613
69.842,-0.5895,-0.4612
69.872,-0.5902,-0.4614
69.902,-0.5937,-0.4611
69.931,-0.5916,-0.4635
69.961,-0.5923,-0.4625
69.989,-0.5927,-0.4669
70.02,-0.5913,-0.4772
70.051,-0.5895,-0.4784
70.078,-0.5905,-0.4802
70.108,-0.5888,-0.4795
70.139,-0.5892,-0.4791
70.169,-0.5913,-0.474
70.199,-0.5904,-0.4719
70.227,-0.5926,-0.4702
70.257,-0.5915,-0.4701
70.286,-0.5877,-0.4681
70.316,-0.5891,-0.468
70.347,-0.5882,-0.4651
70.374,-0.5877,-0.4658
70.404,-0.5916,-0.4634
70.436,-0.5951,-0.4659
70.464,-0.5925,-0.4621
70.494,-0.5895,-0.4629
70.524,-0.5887,-0.4602
70.553,-0.5905,-0.4597
70.583,-0.5919,-0.4595
70.612,-0.5904,-0.4559
70.641,-0.5907,-0.4583
70.671,-0.5938,-0.4585
70.7,-0.5912,-0.4565
70.731,-0.5898,-0.4557
70.761,-0.5895,-0.4595
70.789,-0.5918,-0.4645
70.819,-0.5926,-0.4738
70.849,-0.5907,-0.4779
70.879,-0.5914,-0.4771
70.909,-0.5915,-0.4751
70.938,-0.5904,-0.4747
70.968,-0.5912,-0.4739
70.996,-0.5912,-0.4719
71.027,-0.5957,-0.4637
71.06,-0.5896,-0.4618
71.085,-0.5901,-0.4649
71.116,-0.5907,-0.4649
71.145,-0.5902,-0.4629
71.175,-0.5893,-0.4633
71.205,-0.5916,-0.4625
71.233,-0.5905,-0.4614
71.263,-0.5914,-0.4573
71.293,-0.5924,-0.4609
71.323,-0.5916,-0.4573
71.352,-0.5902,-0.4557
71.385,-0.5903,-0.4566
71.411,-0.5918,-0.4561
71.442,-0.5898,-0.4542
71.47,-0.5914,-0.4543
71.501,-0.5921,-0.4564
71.53,-0.5891,-0.4556
71.559,-0.5911,-0.4541
71.589,-0.5923,-0.4524
71.619,-0.589,-0.4551
71.649,-0.5934,-0.4637
71.685,-0.5924,-0.4692
71.707,-0.5907,-0.4727
71.74,-0.5894,-0.475
71.766,-0.5901,-0.4719
71.798,-0.5931,-0.4709
71.827,-0.5906,-0.4684
71.855,-0.592,-0.4651
71.885,-0.5903,-0.4682
71.915,-0.5934,-0.4673
71.944,-0.592,-0.4679
71.975,-0.5902,-0.465
72.004,-0.5939,-0.4678
72.033,-0.5939,-0.4653
72.064,-0.5931,-0.4634
72.092,-0.5921,-0.4645
72.125,-0.5929,-0.4597
72.153,-0.5933,-0.4611
72.181,-0.5917,-0.4581
72.212,-0.5902,-0.4604
72.24,-0.5943,-0.4579
72.271,-0.5892,-0.4601
72.3,-0.5905,-0.4587
72.329,-0.5926,-0.4548
72.359,-0.5921,-0.4571
72.396,-0.5914,-0.4566
72.418,-0.5899,-0.4625
72.448,-0.5906,-0.47
72.477,-0.592,-0.4761
72.507,-0.5938,-0.4798
72.541,-0.5934,-0.478
72.57,-0.592,-0.4753
72.601,-0.5949,-0.4731
72.626,-0.5934,-0.4694
72.656,-0.5949,-0.4669
72.685,-0.5913,-0.4651
72.714,-0.5945,-0.4678
72.745,-0.5959,-0.4651
72.774,-0.5916,-0.4658
72.803,-0.5932,-0.466
72.833,-0.5926,-0.4617
72.863,-0.5899,-0.4628
72.892,-0.5918,-0.4573
72.922,-0.595,-0.4595
72.952,-0.5946,-0.4562
72.981,-0.5928,-0.4528
73.012,-0.5956,-0.456
73.04,-0.5887,-0.4526
73.07,-0.5933,-0.4546
73.1,-0.5943,-0.4544
73.132,-0.5914,-0.4541
73.159,-0.5957,-0.4532
73.189,-0.5929,-0.4508
73.226,-0.5935,-0.4496
73.248,-0.5967,-0.4533
73.277,-0.5935,-0.4613
73.307,-0.5899,-0.4705
73.337,-0.5967,-0.4747
73.366,-0.593,-0.4687
73.4,-0.5932,-0.4683
73.426,-0.5918,-0.4685
73.455,-0.5945,-0.4673
73.485,-0.5963,-0.4657
73.515,-0.5933,-0.4651
73.555,-0.5926,-0.4612
73.575,-0.5952,-0.4629
73.604,-0.5938,-0.4606
73.633,-0.5965,-0.4605
73.663,-0.5933,-0.4636
73.692,-0.5932,-0.4599
73.722,-0.5935,-0.4563
73.752,-0.5938,-0.4573
73.781,-0.5927,-0.4525
73.811,-0.5923,-0.4543
73.841,-0.5925,-0.455
73.87,-0.5956,-0.4531
73.901,-0.5918,-0.4537
73.928,-0.5951,-0.4532
73.958,-0.5973,-0.4504
73.989,-0.5951,-0.4526
74.018,-0.5957,-0.4486
74.057,-0.5947,-0.4518
74.078,-0.5913,-0.4614
74.107,-0.5945,-0.4676
74.137,-0.592,-0.4701
74.168,-0.5937,-0.4709
74.196,-0.5936,-0.4698
74.226,-0.5935,-0.4669
74.255,-0.5946,-0.4661
74.289,-0.5924,-0.4672
74.314,-0.595,-0.4663
74.343,-0.5917,-0.4651
74.373,-0.5924,-0.4607
74.403,-0.5954,-0.4615
74.433,-0.595,-0.4618
74.463,-0.5934,-0.4596
74.491,-0.5952,-0.4592
74.522,-0.5904,-0.4593
74.551,-0.5923,-0.459
74.58,-0.5952,-0.4561
74.61,-0.5911,-0.4552
74.641,-0.5935,-0.4566
74.67,-0.594,-0.4565
74.7,-0.5935,-0.4527
74.728,-0.5946,-0.4496
74.759,-0.5938,-0.4511
74.789,-0.5946,-0.4517
74.818,-0.5918,-0.4613
74.848,-0.5926,-0.4665
74.878,-0.5921,-0.4733
74.907,-0.5916,-0.4737
74.937,-0.5926,-0.4695
74.966,-0.5912,-0.468
74.996,-0.5963,-0.4681
75.026,-0.5924,-0.4673
75.056,-0.5913,-0.4604
75.085,-0.5917,-0.4612
75.114,-0.5904,-0.4597
75.144,-0.5905,-0.4595
75.174,-0.5938,-0.4592
75.203,-0.5913,-0.4605
75.232,-0.5912,-0.4558
75.262,-0.592,-0.4523
75.291,-0.5946,-0.4553
75.322,-0.5921,-0.4499
75.351,-0.5919,-0.4515
75.382,-0.5933,-0.4509
75.41,-0.5931,-0.4534
75.44,-0.592,-0.4507
75.47,-0.5943,-0.4498
75.5,-0.5954,-0.4467
75.529,-0.5928,-0.4474
75.559,-0.5923,-0.4467
75.588,-0.5935,-0.4487
75.617,-0.589,-0.4457
75.647,-0.5891,-0.4532
75.677,-0.5935,-0.4601
75.706,-0.5929,-0.4658
75.736,-0.5924,-0.4692
75.766,-0.5898,-0.4675
75.796,-0.5973,-0.4684
75.825,-0.5909,-0.4675
75.854,-0.5927,-0.4656
75.885,-0.5935,-0.4615
75.915,-0.5928,-0.4594
75.944,-0.5938,-0.4587
75.973,-0.5934,-0.4601
76.002,-0.5958,-0.4601
76.032,-0.594,-0.4594
76.063,-0.5941,-0.4579
76.092,-0.5929,-0.4565
76.122,-0.5966,-0.4551
76.151,-0.5941,-0.4567
76.18,-0.5937,-0.4545
76.21,-0.5922,-0.4544
76.239,-0.5954,-0.4534
76.269,-0.5916,-0.4521
76.299,-0.5893,-0.4514
76.328,-0.5937,-0.4491
76.358,-0.5923,-0.4497
76.388,-0.5939,-0.4488
76.417,-0.5925,-0.4491
76.447,-0.5904,-0.4493
76.476,-0.5924,-0.4484
76.506,-0.5917,-0.4573
76.536,-0.5941,-0.4653
76.566,-0.5907,-0.4667
76.596,-0.5906,-0.4675
76.625,-0.5894,-0.4611
76.654,-0.594,-0.4627
76.684,-0.5918,-0.4597
76.714,-0.5921,-0.4568
76.743,-0.5913,-0.4568
76.773,-0.5915,-0.4554
76.803,-0.5918,-0.4555
76.832,-0.5907,-0.4553
76.862,-0.5907,-0.4548
76.892,-0.5902,-0.4545
76.921,-0.5909,-0.4524
76.951,-0.5933,-0.4523
76.98,-0.5931,-0.4474
77.01,-0.5926,-0.4479
77.04,-0.5927,-0.4471
77.069,-0.5927,-0.4474
77.099,-0.5902,-0.4451
77.13,-0.5898,-0.4485
77.159,-0.5913,-0.445
77.188,-0.5904,-0.4432
77.218,-0.5908,-0.4451
77.247,-0.5911,-0.4435
77.279,-0.5902,-0.4449
77.306,-0.5909,-0.4504
77.336,-0.5907,-0.4582
77.366,-0.5915,-0.4626
77.395,-0.5896,-0.4617
77.425,-0.5927,-0.4618
77.454,-0.5883,-0.4623
77.484,-0.5929,-0.4589
77.514,-0.5925,-0.4535
77.543,-0.5921,-0.4527
77.573,-0.5953,-0.4516
77.604,-0.5933,-0.4525
77.632,-0.5896,-0.4507
77.662,-0.591,-0.452
77.691,-0.5896,-0.4524
77.722,-0.5918,-0.4506
77.751,-0.5896,-0.4472
77.78,-0.5917,-0.4466
77.81,-0.5917,-0.4443
77.84,-0.5899,-0.4423
77.869,-0.5909,-0.4404
77.899,-0.5856,-0.4433
77.929,-0.5895,-0.4413
77.958,-0.591,-0.4405
77.988,-0.5905,-0.4408
78.018,-0.5909,-0.4389
