time,wavelength_shift_1,wavelength_shift_2
130.485,-0.4997,-0.3601
130.514,-0.504,-0.3592
130.544,-0.5049,-0.3572
130.574,-0.5104,-0.3577
130.604,-0.5179,-0.3588
130.633,-0.5196,-0.3599
130.662,-0.5191,-0.3596
130.692,-0.521,-0.36
130.722,-0.5182,-0.3617
130.752,-0.5144,-0.3596
130.781,-0.5043,-0.3603
130.811,-0.5009,-0.3597
130.839,-0.4919,-0.3621
130.87,-0.4889,-0.3628
130.9,-0.4819,-0.364
130.929,-0.4822,-0.3634
130.959,-0.4815,-0.3653
130.988,-0.4828,-0.3643
131.019,-0.4836,-0.3627
131.048,-0.483,-0.3635
131.077,-0.4812,-0.3645
131.107,-0.4826,-0.3648
131.137,-0.4854,-0.3614
131.166,-0.4868,-0.3645
131.196,-0.4871,-0.3639
131.226,-0.4843,-0.3629
131.255,-0.4857,-0.3635
131.287,-0.4866,-0.365
131.315,-0.4842,-0.3632
131.345,-0.4847,-0.3641
131.374,-0.4843,-0.3632
131.403,-0.4834,-0.3652
131.433,-0.4851,-0.3631
131.463,-0.4809,-0.3649
131.492,-0.4844,-0.3625
131.522,-0.4847,-0.3636
131.552,-0.4834,-0.366
131.581,-0.4815,-0.3631
131.611,-0.4793,-0.3643
131.641,-0.4829,-0.3637
131.67,-0.4799,-0.3637
131.699,-0.4789,-0.363
131.729,-0.4837,-0.3648
131.76,-0.4869,-0.3628
131.789,-0.4897,-0.3643
131.832,-0.4856,-0.3625
131.848,-0.4869,-0.3633
131.878,-0.4875,-0.364
131.907,-0.4873,-0.3616
131.936,-0.4875,-0.3648
131.966,-0.4895,-0.3633
131.995,-0.4872,-0.3644
132.025,-0.4854,-0.3632
132.054,-0.4848,-0.3636
132.085,-0.4861,-0.365
132.115,-0.4832,-0.3616
132.144,-0.4876,-0.3643
132.174,-0.4875,-0.3646
132.204,-0.4866,-0.3658
132.233,-0.484,-0.3625
132.262,-0.4857,-0.3642
132.292,-0.4861,-0.3655
132.321,-0.4837,-0.3642
132.353,-0.4848,-0.3646
132.381,-0.4861,-0.3661
132.411,-0.4878,-0.3663
132.44,-0.4879,-0.3643
132.47,-0.489,-0.3651
132.5,-0.4879,-0.3644
132.532,-0.4901,-0.3641
132.558,-0.49,-0.3649
132.589,-0.4898,-0.3663
132.618,-0.4862,-0.3645
132.648,-0.4923,-0.3663
132.68,-0.4872,-0.364
132.712,-0.4888,-0.3666
132.737,-0.4854,-0.3657
132.767,-0.4859,-0.3661
132.796,-0.4851,-0.365
132.826,-0.4864,-0.3658
132.856,-0.485,-0.3666
132.885,-0.4846,-0.3649
132.915,-0.4845,-0.3643
132.944,-0.4845,-0.3639
132.973,-0.485,-0.3658
133.003,-0.4839,-0.3666
133.032,-0.4822,-0.3664
133.062,-0.4848,-0.3667
133.092,-0.4873,-0.3664
133.122,-0.4851,-0.3641
133.151,-0.4842,-0.3671
133.181,-0.4825,-0.3647
133.21,-0.4804,-0.3654
133.241,-0.4811,-0.3649
133.27,-0.4823,-0.3664
133.306,-0.4792,-0.366
133.329,-0.4818,-0.3659
133.358,-0.4804,-0.3666
133.389,-0.4808,-0.365
133.419,-0.4809,-0.3671
133.448,-0.4811,-0.3671
133.477,-0.4785,-0.3652
133.507,-0.4786,-0.3661
133.537,-0.4779,-0.3632
133.571,-0.4794,-0.367
133.596,-0.4802,-0.3666
133.625,-0.4777,-0.3669
133.655,-0.4806,-0.367
133.684,-0.4831,-0.3674
133.714,-0.4804,-0.366
133.743,-0.4807,-0.3645
133.773,-0.4798,-0.3661
133.803,-0.4804,-0.366
133.832,-0.4792,-0.3641
133.862,-0.4802,-0.3646
133.893,-0.481,-0.3666
133.922,-0.4817,-0.365
133.952,-0.4832,-0.3665
133.982,-0.4853,-0.3682
134.011,-0.4864,-0.3671
134.041,-0.4842,-0.3657
134.069,-0.4811,-0.3682
134.099,-0.4781,-0.3677
134.132,-0.4792,-0.3671
134.158,-0.4825,-0.3671
134.188,-0.4835,-0.3671
134.218,-0.4852,-0.3686
134.247,-0.4867,-0.3672
134.277,-0.488,-0.3686
134.307,-0.4823,-0.3693
134.336,-0.4863,-0.3698
134.366,-0.4866,-0.3685
134.395,-0.4914,-0.3709
134.426,-0.4914,-0.3683
134.455,-0.4915,-0.368
134.484,-0.4893,-0.3675
134.514,-0.4901,-0.3697
134.543,-0.4878,-0.3683
134.573,-0.489,-0.3677
134.603,-0.4856,-0.3699
134.633,-0.4841,-0.369
134.662,-0.4846,-0.3705
134.692,-0.4838,-0.3683
134.721,-0.4808,-0.3731
134.751,-0.4811,-0.3713
134.784,-0.483,-0.3663
134.81,-0.4803,-0.368
134.84,-0.477,-0.3694
134.869,-0.4766,-0.3642
134.901,-0.4756,-0.3698
134.929,-0.4754,-0.3705
134.958,-0.4704,-0.3682
134.988,-0.4767,-0.3668
135.022,-0.475,-0.3697
135.047,-0.4725,-0.3662
135.077,-0.4674,-0.3675
135.106,-0.4698,-0.3691
135.137,-0.4687,-0.3679
135.166,-0.4744,-0.3691
135.196,-0.476,-0.3696
135.226,-0.4734,-0.3708
135.254,-0.471,-0.3669
135.284,-0.472,-0.366
135.314,-0.4658,-0.3667
135.344,-0.4685,-0.3665
135.373,-0.4771,-0.3649
135.403,-0.4796,-0.3663
135.432,-0.4767,-0.3699
135.462,-0.4784,-0.3686
135.493,-0.4791,-0.3654
135.521,-0.4758,-0.3668
135.551,-0.4803,-0.3683
135.58,-0.4761,-0.3701
135.618,-0.4762,-0.3687
135.64,-0.4735,-0.3686
135.669,-0.4757,-0.3678
135.699,-0.4837,-0.3704
135.738,-0.5736,-0.3683
135.758,-0.5545,-0.3691
135.788,-0.552,-0.3688
135.818,-0.4895,-0.3697
135.847,-0.4837,-0.3686
135.877,-0.4814,-0.3685
135.906,-0.4803,-0.3671
135.936,-0.483,-0.368
135.965,-0.4807,-0.3693
135.995,-0.4854,-0.3719
136.025,-0.4924,-0.3701
136.054,-0.4909,-0.3674
136.084,-0.4933,-0.3683
136.116,-0.4915,-0.3696
136.143,-0.4937,-0.368
136.173,-0.492,-0.3688
136.202,-0.4967,-0.368
136.234,-0.5114,-0.3713
136.263,-0.5356,-0.3704
136.291,-0.5605,-0.3696
136.321,-0.5945,-0.371
136.35,-0.6509,-0.3705
136.38,-0.673,-0.3724
136.41,-0.5917,-0.371
136.438,-0.5689,-0.3737
136.468,-0.5585,-0.3726
136.499,-0.5041,-0.3762
136.528,-0.4953,-0.3729
136.558,-0.4908,-0.372
136.592,-0.5066,-0.3712
136.617,-0.5101,-0.3749
136.647,-0.5189,-0.3741
136.676,-0.5383,-0.3744
136.707,-0.5581,-0.3744
136.734,-0.5345,-0.3738
136.764,-0.5131,-0.3741
136.795,-0.5015,-0.3748
136.823,-0.5043,-0.3737
136.853,-0.508,-0.3777
136.883,-0.5211,-0.3733
136.913,-0.5423,-0.3749
136.943,-0.5666,-0.3757
136.973,-0.5948,-0.3743
137.003,-0.605,-0.3755
137.031,-0.5996,-0.3754
137.06,-0.5987,-0.3774
137.091,-0.5996,-0.3781
137.12,-0.6402,-0.3763
137.152,-0.6693,-0.3772
137.181,-0.6587,-0.3758
137.211,-0.6523,-0.3779
137.239,-0.6283,-0.3765
137.269,-0.6014,-0.3765
137.297,-0.5899,-0.3779
137.327,-0.5671,-0.3796
137.356,-0.5594,-0.3777
137.387,-0.5553,-0.3785
137.417,-0.5569,-0.3776
137.446,-0.5489,-0.3805
137.476,-0.5483,-0.3779
137.504,-0.5563,-0.3813
137.535,-0.5713,-0.3816
137.564,-0.5623,-0.3814
137.593,-0.55,-0.3816
137.623,-0.554,-0.3818
137.652,-0.5395,-0.3824
137.682,-0.5363,-0.3839
137.713,-0.5766,-0.3842
137.742,-0.5657,-0.3852
137.772,-0.5503,-0.386
137.802,-0.5579,-0.3849
137.831,-0.5692,-0.3854
137.865,-0.6266,-0.3856
137.889,-0.7018,-0.386
137.919,-0.7343,-0.3843
137.948,-0.6588,-0.3872
137.978,-0.5774,-0.3852
138.012,-0.5505,-0.3872
138.037,-0.5528,-0.3871
138.067,-0.5544,-0.3861
138.096,-0.5329,-0.3871
138.127,-0.5219,-0.3881
138.157,-0.5212,-0.3868
138.185,-0.5283,-0.3881
138.215,-0.5359,-0.3863
138.244,-0.5523,-0.3897
138.275,-0.5739,-0.3876
138.305,-0.5797,-0.3907
138.334,-0.5871,-0.3917
138.364,-0.5911,-0.389
138.4,-0.5932,-0.3889
138.422,-0.5945,-0.3895
138.452,-0.589,-0.3892
138.483,-0.5855,-0.3912
138.511,-0.5873,-0.3928
138.541,-0.5882,-0.3905
138.571,-0.5825,-0.3896
138.6,-0.5896,-0.3901
138.629,-0.5916,-0.3915
138.659,-0.5975,-0.3915
138.689,-0.6001,-0.3904
138.718,-0.6053,-0.3937
138.748,-0.6112,-0.3927
138.777,-0.6151,-0.393
138.808,-0.6219,-0.3931
138.837,-0.6268,-0.3904
138.867,-0.6281,-0.3947
138.896,-0.6261,-0.3937
138.925,-0.6192,-0.3954
138.955,-0.6136,-0.3942
138.985,-0.6021,-0.3946
139.014,-0.5878,-0.3959
139.044,-0.5706,-0.3947
139.074,-0.5437,-0.394
139.104,-0.5368,-0.395
139.133,-0.5389,-0.3989
139.162,-0.5439,-0.397
139.192,-0.5462,-0.3964
139.224,-0.579,-0.3949
139.251,-0.5895,-0.3942
139.281,-0.5862,-0.3914
139.31,-0.5735,-0.395
139.34,-0.5628,-0.3941
139.37,-0.5481,-0.3964
139.399,-0.5464,-0.3975
139.429,-0.5489,-0.3952
139.459,-0.5487,-0.3977
139.491,-0.5465,-0.3964
139.518,-0.5442,-0.3967
139.547,-0.5475,-0.3961
139.577,-0.5483,-0.3965
139.607,-0.5572,-0.397
139.636,-0.5597,-0.3974
139.667,-0.5586,-0.3978
139.695,-0.5563,-0.3957
139.725,-0.5514,-0.3969
139.755,-0.5466,-0.3993
139.785,-0.5425,-0.3965
139.814,-0.5462,-0.3952
139.844,-0.5515,-0.3975
139.873,-0.555,-0.3971
139.903,-0.5578,-0.3975
139.933,-0.5474,-0.3965
139.963,-0.5456,-0.3959
139.992,-0.5523,-0.3948
140.02,-0.5575,-0.3956
140.052,-0.5627,-0.399
140.081,-0.5647,-0.3974
140.11,-0.5666,-0.4001
140.14,-0.5632,-0.398
140.17,-0.5684,-0.3979
140.199,-0.563,-0.3977
140.231,-0.5655,-0.3966
140.259,-0.5592,-0.3984
140.288,-0.5504,-0.3961
140.318,-0.5542,-0.3975
140.351,-0.557,-0.399
140.377,-0.5575,-0.3989
140.407,-0.5596,-0.4001
140.435,-0.5557,-0.3984
140.466,-0.5551,-0.3985
140.496,-0.5556,-0.3992
140.525,-0.5596,-0.3964
140.555,-0.5555,-0.3988
140.585,-0.5594,-0.4
140.614,-0.5689,-0.3985
140.648,-0.5832,-0.4001
140.676,-0.5936,-0.3978
140.704,-0.6057,-0.3978
140.732,-0.6084,-0.3975
140.762,-0.6095,-0.3986
140.792,-0.6159,-0.3977
140.821,-0.6147,-0.3995
140.853,-0.6149,-0.3963
140.881,-0.6202,-0.3991
140.91,-0.6261,-0.3994
140.94,-0.6261,-0.3995
140.97,-0.6197,-0.3997
141,-0.6137,-0.3983
141.029,-0.6145,-0.398
141.058,-0.6141,-0.3979
141.088,-0.6193,-0.3964
141.12,-0.6218,-0.3986
141.147,-0.6172,-0.3976
141.177,-0.6147,-0.4
141.206,-0.6127,-0.3979
141.238,-0.6102,-0.3991
141.266,-0.6104,-0.4001
141.295,-0.6094,-0.4008
141.329,-0.6125,-0.3976
141.357,-0.6093,-0.3968
141.383,-0.6112,-0.4016
141.414,-0.6136,-0.3984
141.442,-0.6134,-0.3992
141.472,-0.618,-0.3979
141.502,-0.6183,-0.3989
141.532,-0.6223,-0.4008
141.562,-0.6222,-0.399
141.591,-0.6182,-0.4018
141.621,-0.6167,-0.4006
141.656,-0.6231,-0.4009
141.68,-0.6174,-0.4026
141.71,-0.6228,-0.4009
141.741,-0.6189,-0.4025
141.769,-0.6191,-0.3996
141.798,-0.6186,-0.4012
141.827,-0.6165,-0.4008
141.858,-0.6192,-0.3998
141.888,-0.6161,-0.4037
141.917,-0.6158,-0.4031
141.947,-0.6136,-0.402
141.98,-0.6149,-0.4024
142.006,-0.612,-0.4021
142.036,-0.6155,-0.403
142.065,-0.614,-0.4024
142.094,-0.6128,-0.4037
142.125,-0.6126,-0.402
142.153,-0.6122,-0.4047
142.183,-0.6134,-0.4033
142.213,-0.6139,-0.4029
142.242,-0.6203,-0.4055
142.272,-0.6218,-0.4029
142.301,-0.6153,-0.4041
142.332,-0.6149,-0.4034
142.361,-0.6182,-0.403
142.39,-0.6178,-0.4059
142.42,-0.6145,-0.4051
142.45,-0.6114,-0.4045
142.487,-0.61,-0.4059
142.51,-0.6138,-0.4045
142.545,-0.6135,-0.4047
142.569,-0.61,-0.4017
142.599,-0.6092,-0.4039
142.627,-0.6116,-0.4027
142.657,-0.6129,-0.4061
142.687,-0.6081,-0.4061
142.719,-0.6103,-0.4034
142.746,-0.6081,-0.4021
142.775,-0.6067,-0.4045
142.805,-0.6051,-0.4029
142.835,-0.6077,-0.4075
142.865,-0.6044,-0.4072
142.894,-0.6027,-0.4055
142.925,-0.6069,-0.4029
142.954,-0.6016,-0.4064
142.983,-0.6023,-0.4042
143.012,-0.6027,-0.4049
143.044,-0.6075,-0.4033
143.072,-0.6111,-0.4042
143.101,-0.6106,-0.4059
143.131,-0.6124,-0.4042
143.162,-0.61,-0.4044
143.192,-0.6065,-0.4044
143.222,-0.6017,-0.4081
143.249,-0.6024,-0.407
143.28,-0.6025,-0.406
143.31,-0.6004,-0.4072
143.338,-0.6015,-0.4069
143.369,-0.6005,-0.4043
143.398,-0.6006,-0.405
143.43,-0.5993,-0.4061
143.457,-0.5985,-0.4051
143.486,-0.5963,-0.4034
143.516,-0.5953,-0.4053
143.546,-0.5953,-0.4028
143.575,-0.5967,-0.4058
143.608,-0.5955,-0.4069
143.635,-0.5944,-0.4061
143.665,-0.5935,-0.4058
143.695,-0.5927,-0.4046
143.723,-0.5924,-0.4067
143.754,-0.59,-0.4075
143.783,-0.5901,-0.4067
143.812,-0.5876,-0.4057
143.842,-0.5893,-0.405
143.871,-0.5912,-0.4074
143.903,-0.5946,-0.4069
143.933,-0.5962,-0.4042
143.96,-0.5922,-0.408
143.99,-0.5879,-0.4039
144.02,-0.5924,-0.4086
144.049,-0.5841,-0.4045
144.079,-0.5834,-0.4055
144.108,-0.5866,-0.4052
144.142,-0.5865,-0.4058
144.172,-0.586,-0.4067
144.197,-0.5894,-0.4077
144.227,-0.5832,-0.4067
144.257,-0.5805,-0.405
144.286,-0.5813,-0.4067
144.32,-0.5817,-0.4045
144.345,-0.5804,-0.405
144.375,-0.5794,-0.4063
144.405,-0.5791,-0.4058
144.434,-0.579,-0.4075
144.465,-0.579,-0.4052
144.494,-0.5758,-0.4048
144.523,-0.5783,-0.4059
144.553,-0.5738,-0.4073
144.582,-0.5721,-0.4075
144.612,-0.577,-0.4038
144.642,-0.5774,-0.4048
144.671,-0.5809,-0.4071
144.701,-0.5794,-0.4055
144.731,-0.5794,-0.4077
144.761,-0.5774,-0.4078
144.793,-0.5771,-0.4047
144.819,-0.5712,-0.4046
144.853,-0.5711,-0.4072
144.879,-0.576,-0.408
144.908,-0.5764,-0.4031
144.938,-0.5713,-0.4083
144.971,-0.5717,-0.4069
144.997,-0.5683,-0.4086
145.027,-0.5671,-0.4078
145.057,-0.5666,-0.4077
145.086,-0.5662,-0.4048
145.117,-0.5665,-0.4089
145.145,-0.5644,-0.4072
145.176,-0.5634,-0.407
145.205,-0.5645,-0.4072
145.234,-0.5663,-0.4094
145.264,-0.564,-0.4094
145.294,-0.5628,-0.4068
145.323,-0.5631,-0.4075
145.352,-0.5602,-0.4092
145.381,-0.5631,-0.4097
145.411,-0.5672,-0.4091
145.442,-0.5704,-0.4098
145.471,-0.5716,-0.4081
145.501,-0.5692,-0.408
145.531,-0.5663,-0.4069
145.56,-0.5679,-0.4081
145.59,-0.5656,-0.4098
145.62,-0.5601,-0.4079
145.649,-0.5594,-0.4072
145.678,-0.5638,-0.4091
145.707,-0.5615,-0.4084
145.737,-0.5594,-0.4086
145.768,-0.5592,-0.4098
145.797,-0.5553,-0.4094
145.827,-0.5531,-0.4097
145.857,-0.5534,-0.4082
145.886,-0.5565,-0.4066
145.916,-0.5553,-0.4102
145.945,-0.5531,-0.4096
145.975,-0.5563,-0.41
146.005,-0.5547,-0.4103
146.035,-0.5551,-0.4088
146.068,-0.5522,-0.4109
146.1,-0.55,-0.4105
146.123,-0.551,-0.408
146.153,-0.5495,-0.4089
146.184,-0.55,-0.4109
146.212,-0.5561,-0.4111
146.242,-0.5581,-0.4102
146.272,-0.559,-0.4112
146.302,-0.5591,-0.4129
146.331,-0.5575,-0.4091
146.36,-0.5562,-0.4122
146.389,-0.5545,-0.4103
146.419,-0.5537,-0.4131
146.45,-0.5523,-0.4116
146.479,-0.553,-0.4119
146.508,-0.5536,-0.411
146.537,-0.5533,-0.4103
146.567,-0.5501,-0.4114
146.598,-0.55,-0.4108
146.627,-0.5509,-0.4108
146.656,-0.5472,-0.4111
146.686,-0.5495,-0.4094
146.716,-0.547,-0.4134
146.746,-0.5453,-0.4106
146.775,-0.547,-0.4131
146.806,-0.5437,-0.4151
146.835,-0.5451,-0.4104
146.863,-0.5435,-0.4116
146.893,-0.5436,-0.4116
146.923,-0.5389,-0.4122
146.952,-0.5394,-0.4099
146.983,-0.5457,-0.4131
147.013,-0.5465,-0.4114
147.042,-0.5467,-0.4125
147.071,-0.5494,-0.4135
147.101,-0.5437,-0.4117
147.13,-0.5437,-0.4135
147.161,-0.5434,-0.4122
147.191,-0.5423,-0.4134
147.219,-0.5405,-0.4131
147.249,-0.5428,-0.4099
147.279,-0.5441,-0.4116
147.313,-0.5413,-0.4102
147.338,-0.5399,-0.4119
147.368,-0.5382,-0.4126
147.397,-0.5372,-0.4109
147.427,-0.5367,-0.4111
147.456,-0.5361,-0.412
147.486,-0.5403,-0.4109
147.519,-0.5387,-0.4112
147.546,-0.5379,-0.4128
147.575,-0.5345,-0.4127
147.604,-0.5355,-0.4094
147.634,-0.5342,-0.4128
147.664,-0.5349,-0.4098
147.693,-0.5326,-0.4143
147.723,-0.5331,-0.4144
147.755,-0.5356,-0.4123
147.782,-0.5384,-0.4152
147.812,-0.5425,-0.4149
147.842,-0.5421,-0.4131
147.871,-0.5418,-0.4109
147.901,-0.5406,-0.4145
147.931,-0.5408,-0.4136
147.961,-0.5382,-0.4111
147.99,-0.5363,-0.4114
148.019,-0.5349,-0.412
148.049,-0.5347,-0.414
148.079,-0.5342,-0.4125
148.108,-0.5367,-0.4125
148.138,-0.5354,-0.4131
148.17,-0.5324,-0.4135
148.198,-0.5316,-0.4106
148.227,-0.5304,-0.4133
148.257,-0.5326,-0.4124
148.286,-0.5311,-0.4118
148.316,-0.5292,-0.4129
148.35,-0.5289,-0.4144
148.375,-0.5307,-0.412
148.405,-0.5304,-0.4133
148.434,-0.5311,-0.4135
148.464,-0.5294,-0.4142
148.494,-0.529,-0.4108
148.524,-0.5268,-0.4134
148.553,-0.5276,-0.4128
148.582,-0.5332,-0.414
148.612,-0.5335,-0.4136
148.643,-0.5364,-0.4115
148.671,-0.5354,-0.4134
148.701,-0.5354,-0.412
148.732,-0.5316,-0.4131
148.767,-0.5331,-0.4125
148.791,-0.5306,-0.4151
148.82,-0.5324,-0.413
148.849,-0.5309,-0.4117
148.879,-0.5303,-0.4165
148.908,-0.5329,-0.4145
148.938,-0.5327,-0.414
148.968,-0.5295,-0.4134
148.997,-0.5316,-0.4145
149.027,-0.5284,-0.4135
149.057,-0.5303,-0.4138
149.086,-0.533,-0.4145
149.116,-0.527,-0.414
149.145,-0.5291,-0.4126
149.175,-0.5274,-0.4142
149.205,-0.5279,-0.4119
149.237,-0.5267,-0.4127
149.264,-0.5303,-0.4142
149.294,-0.5268,-0.4158
149.323,-0.532,-0.4139
149.353,-0.531,-0.4135
149.383,-0.5324,-0.4119
149.412,-0.5333,-0.4123
149.442,-0.5344,-0.4123
149.471,-0.5351,-0.4113
149.5,-0.5308,-0.4117
149.531,-0.5282,-0.413
149.56,-0.529,-0.4136
149.59,-0.5301,-0.4127
149.62,-0.5292,-0.4128
149.649,-0.5269,-0.4137
149.679,-0.5281,-0.4129
149.708,-0.5282,-0.4137
149.739,-0.5196,-0.4137
149.768,-0.5168,-0.4117
149.796,-0.5162,-0.4103
149.826,-0.516,-0.4144
149.857,-0.5199,-0.4112
149.886,-0.5156,-0.4136
149.916,-0.5198,-0.4104
149.946,-0.5161,-0.4124
149.98,-0.5182,-0.4121
150.005,-0.5152,-0.4124
150.034,-0.5176,-0.4134
150.065,-0.5206,-0.4125
150.094,-0.5211,-0.414
150.123,-0.5205,-0.4124
150.153,-0.5254,-0.4114
150.183,-0.5232,-0.4138
150.212,-0.5182,-0.4145
150.242,-0.5229,-0.4139
150.272,-0.5155,-0.4131
150.3,-0.5192,-0.4133
150.331,-0.5199,-0.4117
150.36,-0.5201,-0.4123
150.389,-0.5216,-0.4116
150.42,-0.5183,-0.4119
150.449,-0.5218,-0.4113
150.479,-0.5231,-0.4093
150.509,-0.5162,-0.4107
150.538,-0.5182,-0.4122
150.568,-0.5171,-0.4123
150.598,-0.5169,-0.411
150.628,-0.5133,-0.4135
150.657,-0.5163,-0.4126
150.685,-0.5188,-0.4109
150.72,-0.5168,-0.4119
150.746,-0.5176,-0.4149
150.774,-0.5168,-0.4141
150.804,-0.5222,-0.4108
150.835,-0.5243,-0.411
150.864,-0.5233,-0.4119
150.894,-0.5242,-0.4116
150.923,-0.5236,-0.4108
150.952,-0.5225,-0.4133
150.982,-0.5238,-0.4111
151.013,-0.5193,-0.4133
151.041,-0.5182,-0.4117
151.071,-0.5203,-0.4112
151.1,-0.5214,-0.4136
151.131,-0.5151,-0.4102
151.16,-0.5214,-0.412
151.189,-0.5184,-0.4117
151.22,-0.5156,-0.4121
151.249,-0.5169,-0.4136
151.278,-0.5185,-0.413
151.309,-0.5128,-0.409
151.337,-0.5163,-0.4114
151.367,-0.5133,-0.4138
151.397,-0.5159,-0.4127
151.427,-0.5136,-0.4128
151.456,-0.513,-0.4122
151.485,-0.5179,-0.411
151.516,-0.5149,-0.4136
151.545,-0.5169,-0.4134
151.574,-0.5252,-0.4131
151.605,-0.5157,-0.4127
151.635,-0.5186,-0.4132
151.664,-0.5179,-0.4114
151.693,-0.5143,-0.4133
151.73,-0.5172,-0.4153
151.752,-0.5148,-0.411
151.782,-0.5139,-0.413
151.812,-0.5145,-0.4124
151.841,-0.5155,-0.412
151.871,-0.5141,-0.4127
151.9,-0.5155,-0.4097
151.93,-0.5127,-0.4143
151.96,-0.51,-0.4111
151.999,-0.51,-0.414
152.019,-0.509,-0.4141
152.049,-0.5094,-0.4131
152.078,-0.5077,-0.4135
152.109,-0.508,-0.4134
152.138,-0.5071,-0.4128
152.168,-0.5067,-0.4134
152.197,-0.5071,-0.412
152.228,-0.5069,-0.4119
152.256,-0.5047,-0.4139
152.286,-0.5071,-0.4119
152.316,-0.5111,-0.4142
152.351,-0.5122,-0.4164
152.376,-0.5121,-0.413
152.404,-0.5107,-0.4147
152.434,-0.5127,-0.4141
152.465,-0.5096,-0.4137
152.493,-0.5118,-0.4142
152.523,-0.5108,-0.4144
152.553,-0.5082,-0.4116
152.582,-0.5077,-0.4134
152.612,-0.5061,-0.4144
152.641,-0.5077,-0.4158
152.672,-0.5052,-0.411
152.701,-0.5046,-0.4129
152.731,-0.5047,-0.412
152.76,-0.5031,-0.4125
152.794,-0.5053,-0.4143
152.819,-0.5029,-0.4142
152.849,-0.5024,-0.4146
152.879,-0.5033,-0.4144
152.908,-0.4999,-0.4142
152.944,-0.5012,-0.4131
152.968,-0.5005,-0.4142
152.997,-0.4995,-0.4146
153.028,-0.4998,-0.4142
153.057,-0.4981,-0.4142
153.086,-0.5033,-0.4147
153.117,-0.5024,-0.4145
153.147,-0.5042,-0.4132
153.175,-0.5055,-0.4154
153.205,-0.5097,-0.4153
153.234,-0.5086,-0.415
153.264,-0.5059,-0.4148
153.295,-0.5055,-0.4144
153.322,-0.5045,-0.4141
153.352,-0.5021,-0.4167
153.383,-0.5033,-0.4146
153.413,-0.5034,-0.4136
153.442,-0.5004,-0.4167
153.472,-0.5036,-0.4148
153.501,-0.502,-0.4159
153.532,-0.5003,-0.4163
153.561,-0.5013,-0.4167
153.59,-0.5017,-0.4154
153.62,-0.4987,-0.4142
153.65,-0.498,-0.4147
153.679,-0.4964,-0.4149
153.709,-0.5003,-0.415
153.738,-0.498,-0.4148
153.768,-0.4997,-0.4131
153.798,-0.4969,-0.4141
153.827,-0.4926,-0.4177
153.857,-0.4989,-0.4135
153.887,-0.498,-0.4156
153.916,-0.4981,-0.4183
153.946,-0.5033,-0.4155
153.976,-0.506,-0.4172
154.005,-0.5066,-0.4148
154.035,-0.5035,-0.4147
154.065,-0.5037,-0.4167
154.094,-0.5018,-0.4144
154.124,-0.5026,-0.4134
154.154,-0.5007,-0.4156
154.184,-0.4988,-0.4154
154.213,-0.5022,-0.417
154.243,-0.4967,-0.4162
154.272,-0.4986,-0.4159
154.302,-0.4971,-0.4163
154.331,-0.4963,-0.4153
154.36,-0.4997,-0.4171
154.4,-0.4977,-0.4162
154.42,-0.4943,-0.4161
154.45,-0.498,-0.4158
154.48,-0.4933,-0.4181
154.509,-0.495,-0.4172
154.539,-0.4958,-0.4149
154.569,-0.497,-0.4153
154.598,-0.4952,-0.4158
154.628,-0.4939,-0.4143
154.657,-0.4966,-0.4168
154.687,-0.494,-0.4166
154.717,-0.4989,-0.4175
154.746,-0.5035,-0.4166
154.775,-0.5044,-0.4169
154.806,-0.5039,-0.4189
154.835,-0.5012,-0.4178
154.865,-0.4944,-0.4189
154.895,-0.4813,-0.4183
154.924,-0.4696,-0.4153
154.954,-0.4621,-0.4166
154.99,-0.4506,-0.4182
155.013,-0.4458,-0.4169
155.043,-0.4431,-0.417
155.072,-0.4397,-0.4157
155.102,-0.4384,-0.4189
155.131,-0.4348,-0.4179
155.16,-0.4323,-0.4177
155.191,-0.4229,-0.419
155.22,-0.4186,-0.4146
155.249,-0.4168,-0.4172
155.279,-0.415,-0.4172
155.31,-0.4157,-0.4184
155.339,-0.4112,-0.4203
155.37,-0.4164,-0.4173
155.398,-0.4013,-0.4158
155.427,-0.3937,-0.4164
155.458,-0.3804,-0.4166
155.487,-0.3806,-0.418
155.52,-0.3868,-0.417
155.549,-0.3909,-0.4148
155.576,-0.3911,-0.4164
155.606,-0.3937,-0.4188
155.635,-0.3945,-0.4185
155.667,-0.3968,-0.4188
155.694,-0.3959,-0.4173
155.724,-0.39,-0.4207
155.753,-0.3866,-0.4188
155.784,-0.3865,-0.4177
155.814,-0.3857,-0.4194
155.843,-0.3847,-0.4177
155.873,-0.3795,-0.4191
155.901,-0.3644,-0.4193
155.932,-0.3565,-0.4194
155.963,-0.3561,-0.4185
155.99,-0.3611,-0.4178
156.02,-0.3761,-0.4194
156.051,-0.3755,-0.4165
156.079,-0.371,-0.42
156.109,-0.3634,-0.4195
156.138,-0.3652,-0.4211
156.168,-0.3712,-0.422
156.199,-0.3733,-0.424
156.227,-0.373,-0.4214
156.257,-0.3733,-0.4215
156.287,-0.3733,-0.4236
156.316,-0.3719,-0.4224
156.35,-0.3719,-0.4201
156.376,-0.3817,-0.4146
156.405,-0.3869,-0.4143
156.435,-0.3939,-0.4143
156.464,-0.4033,-0.4156
156.494,-0.414,-0.4145
156.524,-0.417,-0.4129
156.554,-0.4126,-0.4167
156.583,-0.406,-0.4132
156.614,-0.4099,-0.4144
156.642,-0.4064,-0.418
